source_index,Column1,simple_sent(prompt1),simple_sent(prompt2),Prompt1,Prompt2,Model
,,,,,,
40360,Ses habitants sont appelés les Cabestanyencs ou  Cabestanyenques.,Les habitants de Cabestany sont appelés les Cabestanyencs et Cabestanyenques.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
3447,"Burgos est une ville du nord de l'Espagne, chef-lieu de la comarca de l'Alfoz de Burgos, dans la Communauté autonome de Castille-et-León, capitale de la province de Burgos.","Burgos est une ville du nord de l'Espagne, dans la région de Castille-et-León.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
13929,"Il y a deux acceptions du terme ""zodiaque"" : le zodiaque astronomique (zodiaque de treize constellations que le Soleil semble traverser en une année) et le zodiaque astrologique (zodiaque des douze signes astrologiques de trente degrés chacun que le Soleil semble aussi traverser en une année).","Le terme ""zodiaque"" peut désigner un ensemble de 13 constellations ou 12 signes astrologiques.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
9686,"En particulier, Ganymède est la lune la plus grande et la plus massive du Système solaire, dépassant en taille la planète Mercure.","Ganymède est la plus grande lune du système solaire, plus grande que la planète Mercure.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
37494,"Patrick Sébastien, de son vrai nom Patrick Boutot, né le 14 novembre 1953 à Brive-la-Gaillarde, est un imitateur, humoriste, acteur, réalisateur, chanteur, auteur-compositeur, poète, écrivain, producteur-animateur d'émissions de divertissement de télévision française et ex-dirigeant de club de rugby.","Patrick Sébastien, né Patrick Boutot, est un artiste français né le 14 novembre 1953.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
36060,"Morteau est une commune française située dans le département du Doubs, la région culturelle et historique de Franche-Comté et la région administrative Bourgogne-Franche-Comté.",Morteau est une commune française située dans la région de Franche-Comté.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
36883,On parle d'éclosion lorsqu'un animal sort de son œuf ou lorsqu'une fleur ou une graine s'ouvre.,L'éclosion désigne le moment où un animal sort de son œuf ou une fleur s'ouvre.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
43908,"Un proverbe est une formule langagière de portée générale contenant une morale, une expression de sagesse populaire ou une vérité d’expérience que l’on juge utile de rappeler.",Un proverbe est une phrase courte qui contient une leçon de sagesse.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
11273,"Georg Simon Ohm, né le 16 mars 1789 à Erlangen et mort à 65 ans le 6 juillet 1854 à Munich, est un physicien allemand ayant étudié à l'université d'Erlangen.",Georg Simon Ohm était un physicien allemand né en 1789 et mort en 1854.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
21049,"La semaine sanglante, du dimanche 21 au dimanche suivant, 28 mai 1871, désigne la période la plus meurtrière de la guerre civile de 1871 et l'épisode final de la Commune de Paris, au cours de laquelle l'insurrection est écrasée et ses membres exécutés en masse.","La semaine sanglante, du 21 au 28 mai 1871, est la période la plus violente de la guerre civile de 1871 en France.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
32696,"Les poèmes de Dickinson sont en effet uniques pour leur époque : ils sont constitués de vers très courts, n’ont pas de titres et utilisent fréquemment des rimes imparfaites et des majuscules ainsi qu'une ponctuation non conventionnelle.","Les poèmes de Dickinson sont courts, sans titres et utilisent des rimes imparfaites et une ponctuation spéciale.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
19861,"La négritude est un courant littéraire et politique, créé durant l'entre-deux-guerres, rassemblant des écrivains francophones noirs, comme Aimé Césaire, Léopold Sédar Senghor, les sœurs Paulette et Jeanne Nardal (considérées comme les figures inspiratrices du mouvement), Jacques Rabemananjara, Léon-Gontran Damas, Guy Tirolien, Birago Diop et René Depestre.",La négritude est un mouvement littéraire et politique créé par des écrivains noirs francophones.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
15549,"Khalid Donnel Robinson, né le 11 février 1998 à Fort Stewart en Géorgie aux États-Unis, dit Khalid, est un auteur-compositeur-interprète américain.","Khalid, né le 11 février 1998, est un chanteur américain.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
29798,Le terme générique paganisme est employé depuis le IVe siècle par des chrétiens pour désigner la religion de ceux qui ne sont ni chrétiens ni juifs.,"Le mot ""paganisme"" désigne les religions autres que le christianisme ou le judaïsme.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
6634,"Dans les familles d'instruments, on désigne comme soprano tout instrument dont l'ambitus se situe au-dessus de tous ceux de sa famille.","Dans une famille d'instruments, le soprano est celui qui a le son le plus aigu.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
22581,"L'Associazione Calcio Milan  (association de football de Milan), connu sous le nom d'AC Milan, est un club de football italien fondé le 16 décembre 1899 sous le nom initial de Milan Foot-Ball and Cricket Club.",L'AC Milan est un club de football italien fondé en 1899.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
16510,"L’Outaouais est une région administrative du Québec, au Canada, sur la rive nord de la rivière des Outaouais, partageant une frontière avec l'Ontario.","L'Outaouais est une région du Québec, au Canada, près de l'Ontario.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
1195,"American Dad! est une série télévisée d'animation et sitcom animée américaine pour adultes créée par Seth MacFarlane, Mike Barker, et Matt Weitzman pour le bloc de programmations Animation Domination diffusé depuis le 6 février 2005 sur le réseau Fox, puis sur la chaîne TBS.",American Dad! est une série télévisée d'animation pour adultes créée en 2005.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
43459,"Un kodomo (???, litt. « enfant ») est un manga ou un anime destinés plus particulièrement aux enfants.",Un kodomo est un manga ou un anime destiné aux enfants.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
43217,"Un explosif est défini par un mélange de corps qui, lors de leur transformation, sont susceptibles de dégager en un temps très court un grand volume de gaz porté à haute température, ce qui constitue une explosion.","Un explosif est une substance qui peut produire une grande quantité de gaz très rapidement, causant une explosion.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
9825,"En théorie, on différencie les antalgiques, qui ont pour rôle de diminuer la douleur, et les analgésiques, qui suppriment la sensibilité à la douleur.","Les antalgiques diminuent la douleur, tandis que les analgésiques suppriment la sensation de douleur.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
9877,"Enrico Dandolo, en latin Henricus Dandulus, (né en 110 à Venise – mort en mai 1205 à Constantinople) fut le 41e doge de Venise, élu en 1192.","Enrico Dandolo fut le 41e doge de Venise, élu en 1192 et mort en 1205.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
34569,"L'université Harvard (en anglais : Harvard University), ou plus simplement Harvard, est une université privée américaine située à Cambridge, ville de l'agglomération de Boston, dans le Massachusetts.","Harvard est une université privée américaine située à Cambridge, près de Boston.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
45029,"Une monarchie constitutionnelle est un type de régime politique qui reconnaît un monarque élu ou héréditaire comme chef de l'État, mais où une constitution limite ses pouvoirs.",Une monarchie constitutionnelle est un système politique où le roi a des pouvoirs limités par une constitution.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
32569,"Les Octodons (Octodon) sont un genre qui comprend plusieurs espèces de petits rongeurs de la famille des Octodontidae que l'on rencontre dans la cordillère des Andes, principalement dans les montagnes du Chili.",Les octodons sont des petits rongeurs vivant dans les montagnes du Chili.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
26430,Le maltais (en maltais : Malti) est une langue chamito-sémitique (ou afro-asiatique) de la famille des langues sémitiques.,Le maltais est une langue afro-asiatique parlée à Malte.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
43279,"Un gâteau de riz est un entremets servi froid ou tiède à base de riz au lait lié à l'œuf, cuit au four dans un moule pour qu'il prenne la consistance d'un gâteau.",Un gâteau de riz est un dessert à base de riz cuit avec du lait et des œufs.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
28083,"Le Poitou (en poitevin Poetou) est une ancienne province française, comprenant les actuels départements de la Vendée (Bas-Poitou), Deux-Sèvres et de la Vienne (Haut-Poitou) ainsi que des parties nord-est de la Charente-Maritime, nord de la Charente et ouest de la Haute-Vienne.",Le Poitou était une ancienne province française.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
24349,"Le coup d'État du 2 décembre 1851 est l'acte par lequel, en violation de la légitimité constitutionnelle, Louis-Napoléon Bonaparte, président de la Deuxième République française depuis trois ans, conserve le pouvoir à quelques mois de la fin de son mandat alors que la Constitution de la Deuxième République lui interdisait de se représenter.",Le coup d'État du 2 décembre 1851 a permis à Louis-Napoléon Bonaparte de rester au pouvoir.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
34971,"Margaret Bergmann-Lambert née Bergmann, connue comme Gretel Bergmann (12 avril 1914 à Laupheim (royaume de Wurtemberg) – 25 juillet 2017 dans le Queens à New York (États-Unis)), est une athlète juive allemande spécialiste du saut en hauteur.","Gretel Bergmann, née en 1914, était une athlète allemande spécialiste du saut en hauteur.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
927,"Alexandra Kwiatkowska-Viatteau, née en 1948 à Cracovie, est une universitaire et journaliste française d'origine polonaise, spécialiste de l'histoire de la Pologne contemporaine et de l'Union soviétique.","Alexandra Kwiatkowska-Viatteau est une universitaire et journaliste française, née en 1948.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
21223,La structure innovante du bâtiment a été dessinée par Frank Gehry dans le style qui l'a rendu célèbre.,Frank Gehry a dessiné un bâtiment avec une structure innovante qui l'a rendu célèbre.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
14906,"Jillian Rose Banks (née le 16 juin 1988), plus connue par son seul nom de famille Banks (généralement écrit tout en majuscule, soit BANKS), est une chanteuse et parolière américaine des environs de Los Angeles, Californie.","Banks, née le 16 juin 1988, est une chanteuse américaine.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
3776,"Carl Ransom Rogers, né le 8 janvier 1902 à Oak Park (Illinois) et mort le 4 février 1987 à La Jolla (Californie), est un psychologue humaniste américain.",Carl Rogers était un psychologue américain né en 1902 et mort en 1987.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
992,"Alexis-Henri-Charles Clérel, comte de Tocqueville, ou Alexis de Tocqueville, né le 29 juillet 1805 à Paris et mort le 16 avril 1859 à Cannes, est un magistrat, philosophe, politiste, précurseur de la sociologie et homme politique français.","Alexis de Tocqueville, né en 1805, était un philosophe et politicien français.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
45894,"Voir aussi : Liste des siècles, Chiffres romains Le IIIe siècle (ou 3e siècle) commence le 1er janvier 201 et finit le 31 décembre 300.",Le 3e siècle a commencé en 201 et s'est terminé en 300.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
12741,"Il compte Actuellement[Quand ?] 15 familles, 321 genres et 2 651 espèces.","Il y a 15 familles, 321 genres et 2 651 espèces dans ce groupe.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
15028,"John Quincy Adams, né le 11 juillet 1767 à Braintree (Massachusetts) et mort le 23 février 1848 à Washington, D.C., est un homme d'État américain, sixième président des États-Unis pour un unique mandat de 1825 à 1829.","John Quincy Adams est un homme politique américain, né en 1767 et mort en 1848, qui a été le sixième président des États-Unis de 1825 à 1829.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
38282,"Possédée (The Possession), ou La Possession au Québec, est un film d'horreur américano-canadien réalisé par Ole Bornedal, sorti en 2012.","Possédée est un film d'horreur américano-canadien sorti en 2012, réalisé par Ole Bornedal.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
24231,"Le Congo, en forme longue la république du Congo[a], est un pays d'Afrique centrale, situé de part et d'autre de l'équateur.","Le Congo est un pays d'Afrique centrale, situé de chaque côté de l'équateur.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
19676,"La montagne Pelée est un volcan gris actif situé dans le Nord de la Martinique, île française des petites Antilles dont elle est le point culminant.","La montagne Pelée est un volcan actif en Martinique, qui est le point le plus haut de l'île.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
20323,"La pollution lumineuse est à la fois la présence nocturne anormale ou gênante de lumière et les conséquences de l'éclairage artificiel nocturne sur la faune, la flore, la fonge (le règne des champignons), les écosystèmes ainsi que les effets suspectés ou avérés sur la santé humaine.","La pollution lumineuse est l'excès de lumière artificielle la nuit, qui affecte les animaux, les plantes et parfois la santé humaine.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
38718,"Rambo 3 (Rambo III) est un film d'action américain réalisé par Peter MacDonald, sorti en 1988.","Rambo 3 est un film d'action américain réalisé par Peter MacDonald, sorti en 1988.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
11225,General Electric (GE) est un conglomérat américain fondé en 1892 par la fusion d'une partie de Thomson-Houston Electric Company et d'Edison General Electric Company.,General Electric est une grande entreprise américaine créée en 1892 par la fusion de deux sociétés électriques.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
32836,"Les roches magmatiques ou roches ignées[a] (anciennement, roches éruptives[b]), se forment quand un magma se refroidit et se solidifie, avec ou sans cristallisation complète des minéraux le composant.",Les roches magmatiques se forment quand du magma se refroidit et devient solide.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
35850,"Moby-Dick (titre original en anglais : Moby-Dick; or, The Whale ; « Moby-Dick ; ou, le Cachalot ») est un roman de l'écrivain américain Herman Melville paru en 1851, dont le titre provient du surnom donné à un grand cachalot au centre de l'intrigue.","Moby-Dick est un roman écrit par Herman Melville en 1851, qui raconte l'histoire d'un grand cachalot.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
28005,"Le plan XVII est un plan militaire de l'Armée française préparé en 1913, applicable à partir du 15 avril 1914 et mis en œuvre le 2 août de la même année, au déclenchement de la Première Guerre mondiale.",Le plan XVII est une stratégie militaire française préparée en 1913 et utilisée au début de la Première Guerre mondiale.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
15724,"K-pop (abréviation de Korean pop, français : pop coréenne, coréen : ???, RR : keipap) est un terme désignant plusieurs genres musicaux (dance-pop, pop ballad, électronique, etc.) originaires de Corée du Sud, caractérisés par une large variété d'éléments audiovisuels et abrégés au terme de K-pop.","La K-pop est un genre musical venant de Corée du Sud, avec différents styles comme la pop et l'électronique.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
9467,"En géométrie, un pavé droit, ou parallélépipède rectangle, est une figure solide délimitée par six faces rectangulaires (boîte rectangulaire).","En géométrie, un pavé droit est une forme solide avec six faces rectangulaires.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
16481,"L’ordre toscan originel est un ordre architectural contemporain de l'ordre dorique grec, plus épuré que lui.",L'ordre toscan est un style architectural plus simple que l'ordre dorique grec.,,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
28520,"Le punk rock est un genre musical dérivé du rock, apparu au milieu des années 1970 et associé au mouvement punk de cette même époque.","Le punk rock est un style de musique rock né dans les années 1970, lié au mouvement punk.",,"Simplifiez chacune de ces 50 phrases originales, une par une. Conservez les informations les plus importantes de la phrase originale. Les phrases simplifiées se caractérisent par des structures simples et l'utilisage des mots faciles. Répondez en énumérant uniquement les phrases simplifiées, sans numérotation ni autres remarques. PHRASES ORIGINALES : ",,ChatGPT-4o
,,,,,,
